analyst,row,test_id,labelled_as,actual_identity,identified_as,starch_present,sample_id,date_analyzed,comments
Analyst 28,27.0,T28-OVJL,Amoxicillin,Vitamin C,Suspicious,,34364,2018-08-09 00:00:00,
Analyst 28,28.0,T28-XN84,Amoxicillin,Vitamin C,Suspicious,,35293,2018-07-09 00:00:00,
Analyst 28,29.0,T28-EGZS,Amoxicillin,Vitamin C,Suspicious,,35271,2018-07-09 00:00:00,
Analyst 28,30.0,T28-N5O1,Amoxicillin,Vitamin C,Suspicious,,35289,2018-07-09 00:00:00,
Analyst 28,31.0,T28-2J55,Paracetamol,Paracetamol,Paracetamol,,32298,2018-12-08 00:00:00,
Analyst 28,32.0,T28-5T0G,Paracetamol,Paracetamol,Paracetamol,,29827,14/8/2018,
Analyst 28,33.0,T28-OK04,Paracetamol,Paracetamol,Paracetamol,,32047,14/8/2018,
Analyst 28,34.0,T28-CMFI,Paracetamol,Paracetamol,Paracetamol,,34321,2018-08-09 00:00:00,
Analyst 28,35.0,T28-EA08,Paracetamol,Paracetamol,Paracetamol,,30482,2018-12-08 00:00:00,
Analyst 28,36.0,T28-BXJG,Paracetamol,Paracetamol,Paracetamol,,30495,2018-12-08 00:00:00,
Analyst 28,37.0,T28-D68I,Paracetamol,Paracetamol,Paracetamol,,34313,2018-08-09 00:00:00,
Analyst 28,38.0,T28-JJ0T,Paracetamol,Paracetamol,Paracetamol,,34315,2018-08-09 00:00:00,
Analyst 28,39.0,T28-FCC7,Paracetamol,Paracetamol,Paracetamol,,29839,2018-12-08 00:00:00,
Analyst 28,40.0,T28-I3Q7,Paracetamol,Paracetamol,Paracetamol,,34316,2018-08-09 00:00:00,
Analyst 28,41.0,T28-PFXX,Paracetamol,Paracetamol,Paracetamol,,34309,2018-08-09 00:00:00,
Analyst 28,42.0,T28-Q4XY,Paracetamol,Paracetamol,Paracetamol,,29830,2018-12-08 00:00:00,
Analyst 28,43.0,T28-J3VY,Paracetamol,Paracetamol,Paracetamol,,32062,2018-07-09 00:00:00,
Analyst 28,44.0,T28-Q5JJ,Paracetamol,Paracetamol,Paracetamol,,29826,14/8/2018,
Analyst 28,45.0,T28-AMOB,Paracetamol,Paracetamol,Paracetamol,,35301,2018-05-09 00:00:00,
Analyst 28,46.0,T28-0RLH,Paracetamol,Paracetamol,Paracetamol,,32060,2018-07-09 00:00:00,
Analyst 28,47.0,T28-55JT,Paracetamol,Vitamin C,Suspicious,,34310,2018-08-09 00:00:00,
Analyst 28,48.0,T28-427B,Paracetamol,Vitamin C,Suspicious,,31938,2018-05-09 00:00:00,
Analyst 28,49.0,T28-NTKR,Paracetamol,Vitamin C,Suspicious,,34312,2018-08-09 00:00:00,
Analyst 28,50.0,T28-W8DQ,Paracetamol,Vitamin C,Suspicious,,32058,2018-07-09 00:00:00,
Analyst 28,51.0,T28-7VHB,Paracetamol,Paracetamol Starch,Suspicious,Yes,34311,2018-08-09 00:00:00,
Analyst 28,52.0,T28-KHTK,Paracetamol,Paracetamol Starch,Paracetamol Starch,Yes,32046,14/8/2018,
Analyst 28,53.0,T28-CGWB,Paracetamol,Paracetamol Starch,Suspicious,,32061,2018-07-09 00:00:00,
Analyst 28,54.0,T28-XINS,Paracetamol,Starch,Suspicious,,34322,2018-08-09 00:00:00,
Analyst 28,55.0,T28-W7BE,Paracetamol,Starch,Suspicious,,34367,2018-08-09 00:00:00,
Analyst 28,56.0,T28-MUL3,Paracetamol,Starch,Suspicious,,34323,2018-08-09 00:00:00,
Analyst 28,57.0,T28-359G,Paracetamol,Starch,Suspicious,,34317,2018-08-09 00:00:00,
Analyst 28,58.0,T28-9ASF,Paracetamol,Lactose,Paracetamol,,34314,2018-08-09 00:00:00,
Analyst 28,59.0,T28-ZDU9,Paracetamol,Cellulose,Suspicious,,32030,15/8/2018,
Analyst 28,60.0,T28-BAPF,Paracetamol,Cellulose,Suspicious,,31936,2018-05-09 00:00:00,
Analyst 28,61.0,T28-3JN0,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,31624,2018-08-09 00:00:00,
Analyst 28,62.0,T28-DSAT,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,31623,2018-08-09 00:00:00,
Analyst 28,63.0,T28-4LFY,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,29837,2018-12-08 00:00:00,
Analyst 28,64.0,T28-SJNO,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,31917,14/8/2018,
Analyst 28,65.0,T28-23O6,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,30795,2018-08-09 00:00:00,
Analyst 28,66.0,T28-L6ER,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,31625,2018-08-09 00:00:00,
Analyst 28,67.0,T28-67ZX,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,30798,2018-08-09 00:00:00,
Analyst 28,68.0,T28-T28DM,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,30796,2018-08-09 00:00:00,
Analyst 28,69.0,T28-W8WN,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,30797,2018-08-09 00:00:00,
Analyst 28,70.0,T28-8QQ0,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,34325,2018-07-09 00:00:00,
Analyst 28,71.0,T28-RECN,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,30799,2018-08-09 00:00:00,
Analyst 28,72.0,T28-F0Q6,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,34319,2018-08-09 00:00:00,
Analyst 28,73.0,T28-FNFW,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,34318,2018-08-09 00:00:00,
Analyst 28,74.0,T28-GPBK,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,31622,2018-08-09 00:00:00,
Analyst 28,75.0,T28-85WN,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,34308,2018-08-09 00:00:00,
Analyst 28,76.0,T28-YUQ4,Benzyl Penicillin,Lactose,Suspicious,,34324,2018-07-09 00:00:00,
Analyst 28,77.0,T28-PCKU,Benzyl Penicillin,Lactose,Suspicious,,31600,2018-08-09 00:00:00,
Analyst 28,78.0,T28-OVHF,Benzyl Penicillin,Starch,Suspicious,,30794,2018-08-09 00:00:00,
Analyst 28,79.0,T28-EN6P,Benzyl Penicillin,Starch,Suspicious,,32027,2018-05-09 00:00:00,
Analyst 28,80.0,T28-ZOC5,Benzyl Penicillin,Starch,Suspicious,Yes,31626,2018-08-09 00:00:00,
Analyst 28,81.0,T28-D50O,Benzyl Penicillin,Cellulose,Suspicious,,31604,2018-08-09 00:00:00,
Analyst 28,82.0,T28-0OVG,Benzyl Penicillin,Cellulose,Suspicious,,31603,2018-08-09 00:00:00,
Analyst 28,83.0,T28-BBFG,Benzyl Penicillin,Cellulose,Suspicious,,31939,2018-05-09 00:00:00,
Analyst 28,84.0,T28-0ID0,Benzyl Penicillin,Vitamin C,Suspicious,,32059,2018-07-09 00:00:00,
Analyst 28,85.0,T28-NB3A,Benzyl Penicillin,Vitamin C,Suspicious,,31601,2018-08-09 00:00:00,
Analyst 28,86.0,T28-1BQM,Benzyl Penicillin,Vitamin C,Suspicious,,31942,15/8/2018,
Analyst 28,87.0,T28-6YQS,Benzyl Penicillin,Vitamin C,Suspicious,,32045,15/8/2018,
Analyst 28,88.0,T28-Q6Z4,Benzyl Penicillin,Vitamin C,Suspicious,,32044,15/8/2018,
Analyst 28,89.0,T28-PBWV,Benzyl Penicillin,Vitamin C,Suspicious,,32042,2018-05-09 00:00:00,
Analyst 28,90.0,T28-VYGG,Benzyl Penicillin,Vitamin C,Suspicious,,31600,2018-08-09 00:00:00,
Analyst 28,91.0,T28-LFD2,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,30483,2018-12-08 00:00:00,
Analyst 28,92.0,T28-RLEE,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,29828,2018-12-08 00:00:00,
Analyst 28,93.0,T28-L40B,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,31616,2018-08-09 00:00:00,
Analyst 28,94.0,T28-BC39,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,32068,2018-08-09 00:00:00,
Analyst 28,95.0,T28-K1QN,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,31617,2018-08-09 00:00:00,
Analyst 28,96.0,T28-U9J6,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35295,2018-07-09 00:00:00,
Analyst 28,97.0,T28-7WRE,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,31913,14/8/2018,
Analyst 28,98.0,T28-B190,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,31619,2018-08-09 00:00:00,
Analyst 28,99.0,T28-J5HS,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,31618,2018-08-09 00:00:00,
Analyst 28,100.0,T28-BFG1,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35294,2018-07-09 00:00:00,
Analyst 28,101.0,T28-B8B5,Penicillin Procaine,Penicillin Procaine,Suspicious,,30484,14/8/2018,
Analyst 28,102.0,T28-9RQ2,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,30412,2018-12-08 00:00:00,
Analyst 28,103.0,T28-IKLM,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,31606,2018-08-09 00:00:00,
Analyst 28,104.0,T28-KE14,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,31607,2018-08-09 00:00:00,
Analyst 28,105.0,T28-Z2B9,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,32065,2018-07-09 00:00:00,
Analyst 28,106.0,T28-Z4T2,Penicillin Procaine,Benzyl Penicillin,Suspicious,,31620,2018-08-09 00:00:00,
Analyst 28,107.0,T28-M7RX,Penicillin Procaine,Starch,Suspicious,,32066,2018-07-09 00:00:00,
Analyst 28,108.0,T28-SGDG,Penicillin Procaine,Starch,Suspicious,,32069,2018-07-09 00:00:00,
Analyst 28,109.0,T28-C39F,Penicillin Procaine,Lactose,Suspicious,,32071,2018-07-09 00:00:00,
Analyst 28,110.0,T28-G455,Penicillin Procaine,Lactose,Suspicious,,32070,2018-07-09 00:00:00,
Analyst 28,111.0,T28-8NGX,Penicillin Procaine,Cellulose,Suspicious,,31605,2018-08-09 00:00:00,
Analyst 28,112.0,T28-Q70R,Penicillin Procaine,Vitamin C,Suspicious,,32028,15/8/2018,
Analyst 28,113.0,T28-YL1S,Penicillin Procaine,Vitamin C,Suspicious,,31902,2018-07-09 00:00:00,
Analyst 28,114.0,T28-NVKT,Penicillin Procaine,Vitamin C,Suspicious,,31669,2018-08-09 00:00:00,
Analyst 28,115.0,T28-AO26,Penicillin Procaine,Vitamin C,Suspicious,,31677,2018-08-09 00:00:00,
Analyst 28,116.0,T28-NWCD,Penicillin Procaine,Vitamin C,Suspicious,,31937,2018-05-09 00:00:00,
Analyst 28,117.0,T28-T5A3,Penicillin Procaine,Vitamin C,Suspicious,,32057,7/9/018,
Analyst 28,118.0,T28-DGC0,Penicillin Procaine,Vitamin C,Suspicious,,32043,15/8/2018,
Analyst 28,119.0,T28-ZCOG,Penicillin Procaine,Paracetamol Starch,Suspicious,,32067,2018-07-09 00:00:00,
Analyst 28,120.0,T28-OF2E,Penicillin Procaine,Paracetamol Starch,Suspicious,Yes,31621,2018-08-09 00:00:00,
Analyst 28,121.0,T28-PWKQ,Quinine ,Quinine ,Quinine,,30482,2018-12-08 00:00:00,
Analyst 28,122.0,T28-LRC0,Quinine ,Quinine ,Quinine,,31915,14/8/2018,
Analyst 28,123.0,T28-404D,Quinine ,Quinine ,Quinine,,29836,2018-12-08 00:00:00,
Analyst 28,124.0,T28-W6N6,Quinine ,Quinine ,Quinine,,31900,2018-07-09 00:00:00,
Analyst 28,125.0,T28-9NEN,Quinine ,Quinine ,Quinine,,34327,2018-08-09 00:00:00,
Analyst 28,126.0,T28-LGP9,Quinine ,Quinine ,Quinine,,31414,14/8/2018,
Analyst 28,127.0,T28-I836,Quinine ,Quinine ,Quinine,,30481,2018-12-08 00:00:00,
Analyst 28,128.0,T28-Y5IG,Quinine ,Quinine ,Quinine,,31898,2018-07-09 00:00:00,
Analyst 28,129.0,T28-VDQZ,Quinine ,Quinine ,Quinine,,30488,2018-12-08 00:00:00,
Analyst 28,130.0,T28-V6VC,Quinine ,Quinine ,Quinine,,29829,2018-12-08 00:00:00,
Analyst 28,131.0,T28-VB0R,Quinine ,Quinine ,Quinine,,31901,2018-07-09 00:00:00,
Analyst 28,132.0,T28-YAZT,Quinine ,Quinine ,Quinine,,31916,14/8/2018,
Analyst 28,133.0,T28-4Q0W,Quinine ,Quinine ,Quinine,,29838,2018-12-08 00:00:00,
Analyst 28,134.0,T28-K0U2,Quinine ,Quinine ,Quinine,,30480,2018-12-08 00:00:00,
Analyst 28,135.0,T28-V8CJ,Quinine ,Quinine ,Quinine,,31896,2018-07-09 00:00:00,
Analyst 28,136.0,T28-P4C7,Quinine ,Starch,Suspicious,Yes,30485,14/8/2018,
Analyst 28,137.0,T28-E0CD,Quinine ,Starch,Suspicious,Yes,32041,15/8/2018,
Analyst 28,138.0,T28-T5YF,Quinine ,Starch,Suspicious,Yes,34363,2018-08-09 00:00:00,
Analyst 28,139.0,T28-JAXG,Quinine ,Starch,Suspicious,Yes,34362,2018-08-09 00:00:00,
Analyst 28,140.0,T28-H6OU,Quinine ,Paracetamol Starch,Suspicious,Yes,30494,2018-12-08 00:00:00,
Analyst 28,141.0,T28-TTQD,Quinine ,Paracetamol Starch,Suspicious,Yes,29831,14/8/2018,
Analyst 28,142.0,T28-UPUR,Quinine ,Lactose,Suspicious,,31899,2018-07-09 00:00:00,
Analyst 28,143.0,T28-63Q5,Quinine ,Lactose,Suspicious,,30486,14/8/2018,
Analyst 28,144.0,T28-ZXG3,Quinine ,Cellulose,Suspicious,,32064,2018-07-09 00:00:00,
Analyst 28,145.0,T28-FP61,Quinine ,Cellulose,Suspicious,,32031,15/8/2018,
Analyst 28,146.0,T28-B5R3,Quinine ,Vitamin C,Suspicious,,31918,2018-07-09 00:00:00,
Analyst 28,147.0,T28-2XYO,Quinine ,Vitamin C,Suspicious,,31897,2018-07-09 00:00:00,
Analyst 28,148.0,T28-3YB4,Quinine ,Vitamin C,Suspicious,,31919,2018-07-09 00:00:00,
Analyst 28,149.0,T28-I1LB,Quinine ,Vitamin C,Suspicious,,34326,2018-08-09 00:00:00,
Analyst 28,150.0,T28-PQGZ,Quinine ,Vitamin C,Suspicious,,32029,15/8/2018,
Analyst 29,1.0,T29-AC69,Amoxicillin,Amoxicillin,Amoxicillin,,34220,21/8/2018,
Analyst 29,2.0,T29-JNLB,Amoxicillin,Amoxicillin,Amoxicillin,,34232,21/8/2018,
Analyst 29,3.0,T29-NI8Y,Amoxicillin,Amoxicillin,Amoxicillin,,34221,21/8/2018,
Analyst 29,4.0,T29-WDUM,Amoxicillin,Amoxicillin,Amoxicillin,,34181,31/8/2018,
Analyst 29,5.0,T29-FX47,Amoxicillin,Amoxicillin,Amoxicillin,,34170,2018-03-09 00:00:00,
Analyst 29,6.0,T29-0S56,Amoxicillin,Amoxicillin,Amoxicillin,,34179,2018-03-09 00:00:00,
Analyst 29,7.0,T29-LW38,Amoxicillin,Amoxicillin,Amoxicillin,,31778,2018-12-09 00:00:00,
Analyst 29,8.0,T29-SO8W,Amoxicillin,Amoxicillin,Amoxicillin,,34177,2018-03-09 00:00:00,
Analyst 29,9.0,T29-Z1I4,Amoxicillin,Amoxicillin,Amoxicillin,,34168,2018-03-09 00:00:00,
Analyst 29,10.0,T29-JOZW,Amoxicillin,Amoxicillin,Amoxicillin,,34231,21/8/2018,
Analyst 29,11.0,T29-AHJY,Amoxicillin,Amoxicillin,Amoxicillin,,34180,31/8/2018,
Analyst 29,12.0,T29-KPMQ,Amoxicillin,Amoxicillin,Suspicious,,34189,31/8/2018,
Analyst 29,13.0,T29-71EF,Amoxicillin,Amoxicillin,Amoxicillin,,34222,21/8/2018,
Analyst 29,14.0,T29-KQ74,Amoxicillin,Amoxicillin,Amoxicillin,,31779,2018-12-09 00:00:00,
Analyst 29,15.0,T29-38XF,Amoxicillin,Amoxicillin,Amoxicillin,,34167,31/8/2018,
Analyst 29,16.0,T29-V7US,Amoxicillin,Lactose,Suspicious,,34166,31/8/2018,
Analyst 29,17.0,T29-QH6Y,Amoxicillin,Lactose,Suspicious,,34175,2018-03-09 00:00:00,
Analyst 29,18.0,T29-U1ZB,Amoxicillin,Vitamin C,Suspicious,,34174,2018-03-09 00:00:00,
Analyst 29,19.0,T29-WKBJ,Amoxicillin,Vitamin C,Suspicious,,34224,21/8/2018,"Lane B-yellow, Lane F-blue at top, Lane K-orange"
Analyst 29,20.0,T29-3ZOA,Amoxicillin,Vitamin C,Suspicious,,34172,2018-03-09 00:00:00,
Analyst 29,21.0,T29-VD2E,Amoxicillin,Vitamin C,Suspicious,,34173,2018-03-09 00:00:00,
Analyst 29,22.0,T29-ESOD,Amoxicillin,Vitamin C,Suspicious,,34225,21/8/2018,"Lane B-yellow, Lane F-blue at top, Lane K-orange"
Analyst 29,23.0,T29-4K2G,Amoxicillin,Vitamin C,Suspicious,,34226,21/8/2018,"Lane B-yellow, Lane F-blue at top, Lane K-orange"
Analyst 29,24.0,T29-LBT5,Amoxicillin,Starch,Suspicious,Yes,34230,21/8/2018,"Lane B-yellow, Lane F-blue at top, Lane K-orange"
Analyst 29,25.0,T29-KCXX,Amoxicillin,Starch,Suspicious,Yes,34182,31/8/2018,
Analyst 29,26.0,T29-OTNL,Amoxicillin,Starch,Suspicious,Yes,34219,21/8/2018,Lane J black
Analyst 29,27.0,T29-DE85,Amoxicillin,Cellulose,Suspicious,,34176,2018-03-09 00:00:00,
Analyst 29,28.0,T29-8IYD,Amoxicillin,Cellulose,Suspicious,,34171,2018-03-09 00:00:00,
Analyst 29,29.0,T29-K3VC,Amoxicillin,Cellulose,Suspicious,,34169,2018-03-09 00:00:00,
Analyst 29,30.0,T29-66YC,Amoxicillin,Cellulose,Suspicious,,34223,21/8/2018,"Lane B-yellow, Lane F-blue at top, Lane K-orange"
Analyst 29,31.0,T29-FN3U,Paracetamol,Paracetamol,Paracetamol,,30299,2018-04-09 00:00:00,
Analyst 29,32.0,T29-WUNV,Paracetamol,Paracetamol,Paracetamol,,34002,20/8/2018,"Lane K brown, Lane L grey"
Analyst 29,33.0,T29-T38I,Paracetamol,Paracetamol,Paracetamol,,31832,2018-12-09 00:00:00,
Analyst 29,34.0,T29-5Q3Q,Paracetamol,Paracetamol,Suspicious,,33991,20/8/2018,Lane K yellow
Analyst 29,35.0,T29-WY3H,Paracetamol,Paracetamol,Paracetamol,,31833,2018-12-09 00:00:00,
Analyst 29,36.0,T29-YT85,Paracetamol,Paracetamol,Paracetamol,,33990,20/8/2018,"Lane K brown, Lane L grey"
Analyst 29,37.0,T29-LCO6,Paracetamol,Paracetamol,Paracetamol,,34016,20/8/2018,"Lane K brown, Lane L grey"
Analyst 29,38.0,T29-WEWB,Paracetamol,Paracetamol,Paracetamol,,30302,2018-04-09 00:00:00,
Analyst 29,39.0,T29-3989,Paracetamol,Paracetamol,Paracetamol,,30218,2018-04-09 00:00:00,
Analyst 29,40.0,T29-VRHS,Paracetamol,Paracetamol,Paracetamol,,30296,2018-04-09 00:00:00,
Analyst 29,41.0,T29-Q90U,Paracetamol,Paracetamol,Paracetamol,,30280,2018-05-09 00:00:00,
Analyst 29,42.0,T29-4V60,Paracetamol,Paracetamol,Paracetamol,,30300,2018-04-09 00:00:00,
Analyst 29,43.0,T29-44ZW,Paracetamol,Paracetamol,Paracetamol,,33989,20/8/2018,"Lane K brown, Lane L grey"
Analyst 29,44.0,T29-VYTN,Paracetamol,Paracetamol,Paracetamol,,34000,20/8/2018,"Lane K brown, Lane L grey"
Analyst 29,45.0,T29-B8ID,Paracetamol,Paracetamol,Paracetamol,,30301,2018-04-09 00:00:00,
Analyst 29,46.0,T29-9KRL,Paracetamol,Paracetamol,Paracetamol,,34001,20/8/2018,"Lane K brown, Lane L grey"
Analyst 29,47.0,T29-Y7WF,Paracetamol,Paracetamol,Paracetamol,,34004,20/8/2018,"Lane K brown, Lane L grey"
Analyst 29,48.0,T29-DUUO,Paracetamol,Cellulose,Paracetamol,,37297,2018-04-09 00:00:00,
Analyst 29,49.0,T29-3RHM,Paracetamol,Cellulose,Paracetamol,,31776,2018-12-09 00:00:00,
Analyst 29,50.0,T29-UZWM,Paracetamol,Cellulose,Paracetamol,,30220,2018-04-09 00:00:00,
Analyst 29,51.0,T29-BL4D,Paracetamol,Paracetamol Starch,Paracetamol Starch,Yes,33998,20/8/2018,"Lane J black, Lane K brown, Lane L grey"
Analyst 29,52.0,T29-WCK3,Paracetamol,Paracetamol Starch,Paracetamol Starch,Yes,30298,2018-04-09 00:00:00,
Analyst 29,53.0,T29-BNMM,Paracetamol,Paracetamol Starch,Paracetamol Starch,Yes,30303,2018-04-09 00:00:00,
Analyst 29,54.0,T29-FT0Z,Paracetamol,Starch,Suspicious,Yes,33999,20/8/2018,"Lane J black, Lane K yellow"
Analyst 29,55.0,T29-Y8DJ,Paracetamol,Starch,Paracetamol Starch,Yes,33997,20/8/2018,"Lane J black, Lane K brown"
Analyst 29,56.0,T29-CJ9X,Paracetamol,Starch,Paracetamol Starch,Yes,33996,20/8/2018,"Lane J black, Lane K brown"
Analyst 29,57.0,T29-MUX6,Paracetamol,Vitamin C,Suspicious,,30221,2018-05-09 00:00:00,
Analyst 29,58.0,T29-Q3NK,Paracetamol,Vitamin C,Paracetamol,,30560,2018-12-09 00:00:00,
Analyst 29,59.0,T29-15L1,Paracetamol,Vitamin C,Suspicious,,30223,2018-05-09 00:00:00,
Analyst 29,60.0,T29-D0Y3,Paracetamol,Vitamin C,Suspicious,,34003,20/8/2018,Lane K orange (vitamin C present)
Analyst 29,61.0,T29-4ILS,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,30216,2018-05-09 00:00:00,
Analyst 29,62.0,T29-JI5H,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,30281,2018-06-09 00:00:00,
Analyst 29,63.0,T29-AZAP,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,30287,2018-06-09 00:00:00,
Analyst 29,64.0,T29-EB41,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,30283,2018-06-09 00:00:00,
Analyst 29,65.0,T29-G6ZI,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,34235,21/8/2018,Lane F dark green
Analyst 29,66.0,T29-N29J,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,34239,21/8/2018,Lane F dark green
Analyst 29,67.0,T29-WZZR,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,30562,2018-12-09 00:00:00,
Analyst 29,68.0,T29-PI76,Benzyl Penicillin,Benzyl Penicillin,Suspicious,,33744,21/8/2018,
Analyst 29,69.0,T29-4S6Y,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,34012,21/8/2018,Lane F dark green
Analyst 29,70.0,T29-L68B,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,34011,21/8/2018,Lane F dark green
Analyst 29,71.0,T29-FIVV,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,30561,2018-12-09 00:00:00,
Analyst 29,72.0,T29-M6OD,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,30282,2018-06-09 00:00:00,
Analyst 29,73.0,T29-LWM8,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,30273,2018-06-09 00:00:00,
Analyst 29,74.0,T29-CC5R,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,33747,21/8/2018,Lane F dark green
Analyst 29,75.0,T29-MDXE,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,30272,2018-06-09 00:00:00,
Analyst 29,76.0,T29-QASG,Benzyl Penicillin,Starch,Suspicious,Yes,33745,21/8/2018,"Lane F light green, Lane J black"
Analyst 29,77.0,T29-WF3F,Benzyl Penicillin,Starch,Suspicious,Yes,30286,2018-06-09 00:00:00,
Analyst 29,78.0,T29-ED85,Benzyl Penicillin,Starch,Suspicious,Yes,30222,2018-06-09 00:00:00,
Analyst 29,79.0,T29-ZHVS,Benzyl Penicillin,Starch,Suspicious,Yes,34236,21/8/2018,"Lane F light green, Lane J black"
Analyst 29,80.0,T29-SMLU,Benzyl Penicillin,Lactose,Suspicious,,34238,21/8/2018,Lane F pale green
Analyst 29,81.0,T29-NAH4,Benzyl Penicillin,Lactose,Suspicious,,30217,2018-05-09 00:00:00,
Analyst 29,82.0,T29-JVCQ,Benzyl Penicillin,Cellulose,Suspicious,,34227,21/8/2018,Lane F pale green
Analyst 29,83.0,T29-9IRN,Benzyl Penicillin,Vitamin C,Suspicious,,31777,2018-12-09 00:00:00,
Analyst 29,84.0,T29-6US6,Benzyl Penicillin,Vitamin C,Suspicious,,34229,21/8/2018,Lane F yellow and green at the top
Analyst 29,85.0,T29-OM5S,Benzyl Penicillin,Vitamin C,Suspicious,,34233,21/8/2018,Lane F yellow and green at the top
Analyst 29,86.0,T29-9PI2,Benzyl Penicillin,Vitamin C,Suspicious,,31834,2018-06-09 00:00:00,
Analyst 29,87.0,T29-IDD6,Benzyl Penicillin,Vitamin C,Suspicious,,30284,2018-06-09 00:00:00,
Analyst 29,88.0,T29-7NOV,Benzyl Penicillin,Vitamin C,Suspicious,,30285,2018-06-09 00:00:00,
Analyst 29,89.0,T29-B20A,Benzyl Penicillin,Vitamin C,Suspicious,,31835,2018-06-09 00:00:00,
Analyst 29,90.0,T29-CE9L,Benzyl Penicillin,Penicillin Procaine,Suspicious,,33746,21/8/2018,"Lane F pale green, Lane D blue"
Analyst 29,91.0,T29-49ST,Penicillin Procaine,Penicillin Procaine,Suspicious,,34186,31/8/2018,
Analyst 29,92.0,T29-HLED,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,29927,20/9/2018,
Analyst 29,93.0,T29-8BJE,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,34234,21/8/2018,
Analyst 29,94.0,T29-IBGV,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,29768,18/9/2018,
Analyst 29,95.0,T29-4C8R,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,29769,18/9/2018,
Analyst 29,96.0,T29-HUFG,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35522,18/9/2018,
Analyst 29,97.0,T29-CFV0,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,34228,21/8/2018,
Analyst 29,98.0,T29-IGF9,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,29875,20/9/2018,
Analyst 29,99.0,T29-T763,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35520,18/9/2018,
Analyst 29,100.0,T29-D6F2,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35504,20/9/2018,
Analyst 29,101.0,T29-UK0F,Penicillin Procaine,Penicillin Procaine,Suspicious,,34185,31/8/2018,
Analyst 29,102.0,T29-GTAK,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,34183,31/8/2018,
Analyst 29,103.0,T29-R2AR,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35521,18/9/2018,
Analyst 29,104.0,T29-IJPF,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35527,18/9/2018,
Analyst 29,105.0,T29-RDSN,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,35526,18/9/2018,
